,Date,Workout,Result,Prescribed,Work performed,Work time,Formatted Result,workout_name_length,Movements,power
651,2014-09-13,AMRAP 5 mins: Cleans and Double Unders,5.82,True,33668,300000.0,5 rounds + 5 Cleans + 16 Double Unders | 171 reps,38,"double under, clean",112.226666667
652,2014-09-11,TK,4.917,False,34363,1200000.0,4 rounds + 8 Body Rows + 8 Box Jumps + 9 Kettlebell Swings | 137 reps,2,TK,28.6358333333
654,2014-09-08,2 RFT: Box Jumps and Kettlebell Swing (American)s,402000.0,True,23347,402000.0,6 mins 42 secs,49,"box jump, kettlebell swing, kettlebell swing (american)",58.0771144279
659,2014-08-18,Jackie:1000 meter row Thruster 45 lbs (50 reps) Pull-ups (30 reps) For time.,766000.0,True,63197,766000.0,12 mins 46 secs,6,"row, pull-up, thruster",82.5026109661
660,2014-08-11,"Run : 4x 400 m, rest 2 mins",501000.0,True,33725,501000.0,8 mins 21 secs,27,run,67.3153692615
661,2014-08-11,"Every 2 mins for 10 mins: Jumping Alternating Lunges, Power Cleans and Box Jumps",5.0,False,27044,600000.0,5.0 rounds,80,"box jump, jumping alternating lunge, lunge, clean, power clean",45.0733333333
664,2014-08-06,"Run : 1600/800/400 m, rest 10 mins",974000.0,False,48604,974000.0,16 mins 14 secs,34,run,49.9014373717
666,2014-08-05,Every 2 mins for 10 mins: Push Press,4166.0,False,4166,600000.0,Completed,36,"press, push press",6.94333333333
668,2014-08-04,3x RFT: Sled Pushes and Front Squats,390000.0,False,8144,390000.0,"6 mins 30 secs | (2 mins), (2 mins), and (2 mins 30 secs)",36,"front squat, sled push, squat",20.8820512821
669,2014-08-01,5 RFT: Power Cleans and Burpees,587000.0,False,52209,587000.0,9 mins 47 secs,31,"burpee, clean, power clean",88.9420783646
672,2014-07-30,Every 1 min for 5 mins: Dumbbell Thruster,19838.0,False,19838,300000.0,Completed,41,"dumbbell thruster, thruster",66.1266666667
678,2014-07-22,Mr. Joshua,1787000.0,False,112656,1787000.0,29 mins 47 secs,10,,63.0419697818
681,2014-06-21,Annie:Double-unders Sit-ups 50-40-30-20 and 10 rep rounds; for time.,916000.0,False,37598,916000.0,15 mins 16 secs,5,"sit-up, double-under",41.0458515284
682,2014-06-13,"FT: 800 m, Front Squats and 800 m",2070000.0,False,73000,2070000.0,34 mins 30 secs,33,"front squat, squat",35.2657004831
684,2014-06-04,FT: Burpees and Wall Balls,336000.0,True,23920,336000.0,5 mins 36 secs,26,"burpee, wall ball",71.1904761905
685,2014-06-03,2014 CrossFit Games Regional Event 5,660000.0,False,14616,660000.0,11 mins,36,,22.1454545455
687,2014-06-02,"Chipper: Row (calories)s, Burpees, Toes-to-bars and 4 more",600000.0,False,27854,600000.0,10 mins,58,"row, burpee, toes-to-bar",46.4233333333
689,2014-05-31,2014 CrossFit Games Regional Event 6,1260000.0,False,42867,1260000.0,21 mins,36,,34.0214285714
690,2014-05-30,"FT: Rows, Thrusters and Burpees",867000.0,True,77727,867000.0,14 mins 27 secs,31,"row, burpee, thruster",89.6505190311
692,2014-05-29,"3 RFT: Bumper Plate Ground To Overheads, Overhead Walking Lunges and Weighted Sit-ups",860000.0,True,23191,860000.0,14 mins 20 secs,85,"lunge, overhead walk, sit-up, walking lunge, bumper plate ground to overhead, ground to overhead, overhead walking lunge, weighted sit-up",26.9662790698
694,2014-05-28,"AMRAP 7 mins: Box Jumps, Burpees and Kettlebell Swing (American)s",4.048,True,29545,420000.0,4 rounds + Box Jump | 85 reps,65,"box jump, burpee, kettlebell swing, kettlebell swing (american)",70.3452380952
695,2014-05-26,"Murph:1 mile Run 100 Pull-ups 200 Push-ups 300 Squats 1 mile Run For time. Partition the pull-ups, push-ups, and squats as needed. ve got a twenty pound vest or body armor, wear it.""]",4834000.0,True,248766,4834000.0,80 mins 34 secs,5,"run, pull-up, push-up, squat",51.4617294166
696,2014-05-24,"Fran:Thruster 95 lbs Pull-ups 21-15-9 reps, for time.",456000.0,True,31952,456000.0,7 mins 36 secs,4,"pull-up, thruster",70.0701754386
697,2014-05-21,"AMRAP 15 mins: Push-up (hand release)s, Wall Balls and Kettlebell Swing (American)s",4.333,True,52792,900000.0,4 rounds + 10 Push-up (hand release)s | 190 reps,83,"push-up, kettlebell swing, kettlebell swing (american), wall ball",58.6577777778
699,2014-05-20,"3 RFT: Dumbbell Man-Makers, Lateral Jumps and 300 m",855000.0,True,26974,855000.0,14 mins 15 secs,51,"lateral jump, dumbbell man-makers",31.5485380117
700,2014-05-19,AMRAP 5 mins: Push Press and Burpees,4.0,True,25245,300000.0,4 rounds | 80 reps,36,"burpee, press, push press",84.15
702,2014-05-15,"FT: Row (calories)s, Dumbbell Hang Power Cleans and Box Jump Overs",593000.0,False,33787,593000.0,9 mins 53 secs,66,"row, box jump, box jump over, clean, dumbbell hang power clean, hang power clean, power clean",56.976391231
705,2014-05-13,10-9-8-7-6-5-4-3-2-1: Wall Balls and Pull-ups,585000.0,True,31517,585000.0,9 mins 45 secs,45,"pull-up, wall ball",53.8752136752
706,2014-05-12,"Chipper: Power Snatches, Lateral Burpee (Over Barbell)s, Overhead Squats and 3 more",612000.0,True,22791,612000.0,10 mins 12 secs,83,"burpee, lateral burpee (over barbell), overhead squat, power snatch, snatch, squat",37.2401960784
707,2014-05-10,Every 1 min for 7 mins: Split Jerks and Overhead Walking Lunges,7.0,True,14001,420000.0,7.0 rounds,63,"lunge, overhead walk, walking lunge, jerk, overhead walking lunge, split jerk",33.3357142857
708,2014-05-09,"AMRAP 20 mins: Overhead Walking Lunges, Deadlifts, Toes-to-bars and 200 m",2.45,True,63321,1200000.0,2 rounds + 30 Overhead Walking Lunges + 20 Deadlifts,73,"lunge, overhead walk, toes-to-bar, walking lunge, deadlift, overhead walking lunge",52.7675
710,2014-05-07,3x AMRAP 3 mins: Burpees and Wall Balls,8.214,True,47714,540000.0,8.214 rounds,39,"burpee, wall ball",88.3592592593
711,2014-05-06,"3 RFT: Pull-ups, Kettlebell Swing (Russian)s and 400 m",1363000.0,True,65748,1363000.0,22 mins 43 secs,54,"pull-up, kettlebell swing",48.2377109318
713,2014-05-05,"Chipper: Row (calories)s, Burpees, Toes-to-bars and 4 more",600000.0,False,23542,600000.0,10 mins,58,"row, burpee, toes-to-bar",39.2366666667
714,2014-05-02,"FT: Sled Pushes, Double Unders, Shoulder-to-Overheads and 200 m",1380000.0,False,53857,1380000.0,23 mins,63,"double under, shoulder-to-overhead, sled push",39.0268115942
716,2014-04-28,"3 RFT: Push-ups, Dumbbell Rows, Squat Clean Thrusters and 400 m",740000.0,False,49635,740000.0,12 mins 20 secs,63,"row, push-up, clean, dumbbell row, squat clean, squat clean thruster, thruster, squat",67.0743243243
717,2014-04-24,FT: Pull-ups and Wall Balls,1290000.0,True,57303,1290000.0,21 mins 30 secs,27,"pull-up, wall ball",44.4209302326
718,2014-04-23,"Every 2 mins for 10 mins: Deadlifts, Hang Power Cleans, Front Squats and Squat Cleans",5.0,True,10732,600000.0,5.0 rounds,85,"clean, deadlift, front squat, hang power clean, power clean, squat clean, squat",17.8866666667
720,2014-04-22,"AMRAP 8 mins: Push Jerks, Burpees and Push-up (hand release)s",2.583,True,30471,480000.0,2 rounds + 8 Push Jerks + 9 Burpees | 89 reps,61,"burpee, push-up, jerk, push jerk",63.48125
722,2014-04-21,AMRAP 10 mins: Power Cleans and Chest-to-bar Pull-ups,3.0,True,13875,600000.0,3 rounds | 33 reps,53,"chest-to-bar pull-up, pull-up, clean, power clean",23.125
725,2014-04-16,3 RFT: Kettlebell Swing (American)s and Burpee Onto Plates,1110000.0,True,35766,1110000.0,18 mins 30 secs,58,"burpee, burpee onto plate, kettlebell swing, kettlebell swing (american)",32.2216216216
726,2014-04-15,Every 2 mins for 20 mins: Squat Clean,17191.0,True,17191,1200000.0,Completed,37,"clean, squat clean, squat",14.3258333333
727,2014-04-15,"Chipper: 1200 m, Shoulder-to-Overheads, 800 m and 3 more",1540000.0,True,81639,1540000.0,25 mins 40 secs,56,shoulder-to-overhead,53.0123376623
728,2014-04-14,Every 1 min for 10 mins: One Arm Dumbbell Snatch (Alternating)s and Double Unders,10.0,True,17400,600000.0,10.0 rounds,81,"double under, dumbbell snatch, one arm dumbbell snatch (alternating), snatch",29.0
730,2014-04-12,"FT: Rows, Wall Balls and One Arm Dumbbell Snatch (Alternating)s",586000.0,True,44578,586000.0,9 mins 46 secs,63,"row, dumbbell snatch, one arm dumbbell snatch (alternating), snatch, wall ball",76.0716723549
731,2014-04-09,"Chipper: Row (calories)s, Wall Balls, Toes-to-bars and 2 more",1189000.0,True,53466,1189000.0,19 mins 49 secs,61,"row, toes-to-bar, wall ball",44.9671993272
733,2014-04-08,Every 2 mins for 20 mins: Thrusters and Rope Climbs,10.0,False,33313,1200000.0,10.0 rounds,51,"rope climb, thruster",27.7608333333
734,2014-04-07,"3x RFT: Deadlifts, Pull-ups, 800 m and Shoulder-to-Overheads",1926000.0,True,105572,1926000.0,"32 mins 6 secs | (9 mins 52 secs), (10 mins 54 secs), and (11 mins 20 secs)",60,"pull-up, deadlift, shoulder-to-overhead",54.8141225337
735,2014-04-03,"FT: Rows, One Arm Dumbbell Snatch (Alternating)s and Toes-to-bars",1101000.0,True,31257,1101000.0,18 mins 21 secs,65,"row, toes-to-bar, dumbbell snatch, one arm dumbbell snatch (alternating), snatch",28.3896457766
736,2014-04-01,Nancy:400 meter run Overhead squat 95 lbs x 15 5 rounds for time.,1037000.0,True,82878,1037000.0,17 mins 17 secs,5,"run, overhead squat, squat",79.9209257473
738,2014-03-29,CrossFit Games Open 14.5 / 16.5,1045000.0,False,76958,1045000.0,17 mins 25 secs,31,,73.6440191388
739,2014-03-29,CrossFit Games Open 14.5 / 16.5,1045000.0,True,76958,1045000.0,17 mins 25 secs,31,,73.6440191388
740,2014-03-26,3 RFT: Power Cleans and Push Press,402000.0,True,22576,402000.0,6 mins 42 secs,34,"clean, power clean, press, push press",56.1592039801
743,2014-03-24,Front Squat : 30 Reps for Time,530000.0,False,13538,530000.0,8 mins 50 secs,30,"front squat, squat",25.5433962264
744,2014-03-24,FT: Shuttle Runs and Burpees,325000.0,True,23859,325000.0,5 mins 25 secs,28,"run, shuttle run, burpee",73.4123076923
745,2014-03-23,"Chipper: Double Unders, Lunges, Push-up (knees)s and 2 more",829000.0,False,26415,829000.0,13 mins 49 secs,59,"double under, lunge, push-up, push-up (knees)",31.8636911942
746,2014-03-22,CrossFit Games Open 14.4,174.0,True,31083,840000.0,174 reps,24,,37.0035714286
747,2014-03-20,"3 RFT: Burpees, Toes-to-bars and Kettlebell Swing (American)s",624000.0,True,25937,624000.0,10 mins 24 secs,61,"burpee, toes-to-bar, kettlebell swing, kettlebell swing (american)",41.5657051282
749,2014-03-19,Row : 5x 500 m,609200.0,True,87691,609200.0,10 mins 9.2 secs,14,row,143.9445174
750,2014-03-19,"""Tabata"" - Rope Climbs : 5 x 1:30 / 5 mins",2.0,False,16700,1950000.0,2 reps | 2,42,rope climb,8.5641025641
751,2014-03-18,Every 1 min for 7 mins: Power Cleans and Lateral Burpee (Over Barbell)s,7.0,False,20469,420000.0,7.0 rounds,71,"burpee, lateral burpee (over barbell), clean, power clean",48.7357142857
752,2014-03-18,Every 1 min for 7 mins: Toes-to-bars and Wall Balls,7.0,True,13473,420000.0,7.0 rounds,51,"toes-to-bar, wall ball",32.0785714286
753,2014-03-18,3x AMRAP 3 mins: Overhead Squats and AbMat Sit-ups,4.35,True,32740,540000.0,4.35 rounds,50,"abmat sit-up, sit-up, overhead squat, squat",60.6296296296
754,2014-03-15,CrossFit Games Open 14.3,124.0,True,44956,480000.0,124 reps,24,,93.6583333333
755,2014-03-12,Every 1 min for 10 mins: Power Clean,12505.0,True,12505,600000.0,Completed,36,"clean, power clean",20.8416666667
757,2014-03-12,"AMRAP 12 mins: 200 m, Deadlifts and Push-up (hand release)s",4.467,True,57997,720000.0,4 rounds + 200 m + 4 Deadlifts,59,"push-up, deadlift",80.5513888889
758,2014-03-11,"5 RFT: 400 m, Kettlebell Swing (American)s and Box Jumps",2012000.0,True,136826,2012000.0,33 mins 32 secs,56,"box jump, kettlebell swing, kettlebell swing (american)",68.0049701789
760,2014-03-10,Squat Clean : 18 Reps for Time,406000.0,True,14517,406000.0,6 mins 46 secs,30,"clean, squat clean, squat",35.7561576355
761,2014-03-10,"AMRAP 15 mins: Wall Balls, Monkey Bar Traverses and GHD Sit-ups",4.667,True,37170,900000.0,4 rounds + 15 Wall Balls + 25 ft,63,"ghd sit-up, monkey bar traverse, sit-up, wall ball",41.3
762,2014-03-08,CrossFit Games Open 14.2 / 15.2,31.0,True,9924,180000.0,31 reps,31,,55.1333333333
763,2014-03-08,J.J.,1365000.0,False,42135,1365000.0,22 mins 45 secs,4,J.J.,30.8681318681
764,2014-03-07,"3 RFT: 400 m, Deadlifts, Box Jumps and 2 more",960000.0,True,57054,960000.0,16 mins,45,"box jump, deadlift",59.43125
765,2014-03-06,"""Tabata"" - Hang Power Cleans and Push Jerks : 4 x 45 secs / 45 secs",109.0,True,29646,720000.0,109 reps | 59 + 50,67,"clean, hang power clean, jerk, power clean, push jerk",41.175
767,2014-03-05,3x RFT: GHD Sit-ups and Sled Push Low Handles,600000.0,True,19880,600000.0,"10 mins | (3 mins 10 secs), (3 mins 14 secs), and (3 mins 36 secs)",45,"ghd sit-up, sit-up, sled push, sled push low handle",33.1333333333
768,2014-03-04,Every 1 min for 12 mins: Power Snatch,20026.0,True,20026,720000.0,Completed,37,"power snatch, snatch",27.8138888889
769,2014-03-04,"""Tabata"" - Dips : 4 x 1 min / 1 min",10.0,False,2698,480000.0,10 reps | 10,35,dip,5.62083333333
770,2014-03-04,AMRAP 8 mins: Toes-to-bars and Burpees,4.25,False,18232,480000.0,4 rounds + 4 Toes-to-bars | 68 reps,38,"burpee, toes-to-bar",37.9833333333
771,2014-03-03,"""Tabata"" - Wall Balls and Box Jumps : 5 x 45 secs / 15 secs",149.0,True,41957,600000.0,149 reps | 93 + 56,59,"box jump, wall ball",69.9283333333
772,2014-03-03,"""Tabata"" - Back Squats and Pull-up (chest-to-bar) - bandeds : 3 x 1 min / 30 secs",47.0,False,10155,540000.0,47 reps | 21 + 26,81,"pull-up, back squat, squat",18.8055555556
773,2014-02-28,CrossFit Games Open 11.1 / 14.1,6.533,True,58602,600000.0,6 rounds + 30 Double Unders + Power Snatch | 301 reps,31,,97.67
774,2014-02-27,"AMRAP 10 mins w/ Buy-in: Rows, One Arm Dumbbell Snatch (Alternating)s and Dips",1.0,True,39848,600000.0,1 round,78,"row, dip, dumbbell snatch, one arm dumbbell snatch (alternating), snatch",66.4133333333
775,2014-02-27,FT: Overhead Squats and Chest-to-bar Pull-ups,600000.0,False,6763,600000.0,10 mins,45,"chest-to-bar pull-up, pull-up, overhead squat, squat",11.2716666667
777,2014-02-26,"FT: Double Unders, 400 m and Double Unders",570000.0,True,28688,570000.0,9 mins 30 secs,42,double under,50.3298245614
779,2014-02-25,"Clean & Jerks, Rests, Burpees",82.0,True,46432,390000.0,82 reps,29,"burpee, clean, clean & jerk, jerk",119.056410256
780,2014-02-24,Double Unders (Unbroken)s : 250 Reps for Time,324000.0,True,20875,324000.0,5 mins 24 secs,45,"double under, double unders (unbroken)",64.4290123457
781,2014-02-24,"4 RFT: Double Unders (Unbroken)s, Wall Balls and Pull-ups",866000.0,True,43494,866000.0,14 mins 26 secs,57,"double under, double unders (unbroken), pull-up, wall ball",50.2240184758
782,2014-02-24,FT: Dumbbell Thrusters and Run (Weighted)s,740000.0,True,13124,740000.0,12 mins 20 secs,42,"run, run (weighted), dumbbell thruster, thruster",17.7351351351
783,2014-02-21,Barbra,1464000.0,False,92715,1464000.0,24 mins 24 secs,6,Barbra,63.3299180328
785,2014-02-20,"Every 1:30 for 22:30: Power Cleans, Hang Power Cleans and Split Jerks",15.0,True,30059,1350000.0,15.0 rounds,69,"clean, hang power clean, jerk, power clean, split jerk",22.2659259259
786,2014-02-20,AMRAP 7 mins: Toes-to-bars and Kettlebell Swing (American)s,6.5,True,7467,420000.0,6 rounds + 4 Toes-to-bars,59,"toes-to-bar, kettlebell swing, kettlebell swing (american)",17.7785714286
790,2014-02-18,Every 1 min for 10 mins: Push Jerk,4237.0,True,4237,600000.0,Completed,34,"jerk, push jerk",7.06166666667
791,2014-02-18,"4 RFT: Box Jumps, Handstand Holds and Airdyne Bikes",900000.0,False,8350,900000.0,15 mins,51,"airdyne bike, bike, box jump, handstand hold",9.27777777778
792,2014-02-17,10 RFT: Front Squats and Double Unders,1006000.0,True,37647,1006000.0,16 mins 46 secs,38,"double under, front squat, squat",37.4224652087
793,2014-02-16,"Every 1 min for 15 mins: Power Cleans, Front Squats and Split Jerks",15.0,True,18830,900000.0,15.0 rounds,67,"clean, front squat, jerk, power clean, split jerk, squat",20.9222222222
796,2014-02-13,Run 1 mi TT,575000.0,True,26036,575000.0,9 mins 35 secs,11,run,45.28
797,2014-02-13,"AMRAP 15 mins: Kettlebell Swing (American)s, Pull-ups, Push-up (hand release)s and Double Unders",2.333,True,42872,900000.0,2 rounds + 15 Kettlebell Swing (American)s + 5 Pull-ups,96,"double under, pull-up, push-up, kettlebell swing, kettlebell swing (american)",47.6355555556
798,2014-02-10,"""Tabata"" - Air Squats : 8 x 20 secs / 10 secs",17.0,True,31122,240000.0,17 reps | 17,45,"air squat, squat",129.675
800,2014-02-10,Every 1 min for 10 mins: Power Cleans and Hang Squat Cleans,10.0,True,12822,600000.0,10.0 rounds,59,"clean, hang squat clean, power clean, squat clean, squat",21.37
802,2014-02-06,FT: Burpees and Pull-ups,581000.0,True,27007,581000.0,9 mins 41 secs,24,"burpee, pull-up",46.4836488812
803,2014-02-05,"FT: Double Unders, GHD Sit-ups, L Sit (Hanging)s and 2 more",1200000.0,True,28429,1200000.0,20 mins,59,"double under, ghd sit-up, l sit, l sit (hanging), sit-up",23.6908333333
805,2014-02-04,FT: Rows and Shoulder-to-Overheads,721000.0,True,57371,721000.0,12 mins 1 sec,34,"row, shoulder-to-overhead",79.5714285714
806,2014-02-03,Every 1 min for 3 mins: Squat Cleans and Burpees,3.0,True,12083,180000.0,3.0 rounds,48,"burpee, clean, squat clean, squat",67.1277777778
807,2014-02-03,Every 1 min for 4 mins: Squat Cleans and Burpees,3.0,False,15140,240000.0,3.0 rounds,48,"burpee, clean, squat clean, squat",63.0833333333
808,2014-02-03,Every 1 min for 3 mins: Squat Cleans and Burpees,3.0,False,17712,300000.0,3.0 rounds,48,"burpee, clean, squat clean, squat",59.04
809,2014-02-03,Power Clean : 15 Reps for Time,165000.0,False,8773,165000.0,2 mins 45 secs,30,"clean, power clean",53.1696969697
812,2014-02-01,Double Under : 200 Reps for Time,275000.0,True,16700,275000.0,4 mins 35 secs,32,double under,60.7272727273
815,2014-01-22,Row 2 km TT,501000.0,True,65822,501000.0,8 mins 21 secs,11,row,131.381237525
824,2013-08-16,Nancy:400 meter run Overhead squat 95 lbs x 15 5 rounds for time.,1160000.0,True,84090,1160000.0,19 mins 20 secs,5,"run, overhead squat, squat",72.4913793103
825,2013-08-16,"""Tabata"" - Kettlebell Swing (American) : 8 x 20 secs / 10 secs",67.0,True,15978,240000.0,67 reps | 67,62,"kettlebell swing, kettlebell swing (american)",66.575
826,2013-08-05,Run 2600 m TT,898000.0,True,45012,898000.0,14 mins 58 secs,13,run,50.1247216036
828,2013-08-03,Grace:Clean and Jerk 135 lbs 30 reps for time.,179000.0,True,24440,179000.0,2 mins 59 secs,5,"clean, jerk",136.536312849
829,2013-08-03,"Chipper: Lateral Burpee (Over Barbell)s, Overhead Squats, Kettlebell Swing (American)s and Box Jumps",270000.0,True,24277,270000.0,4 mins 30 secs,100,"box jump, burpee, lateral burpee (over barbell), kettlebell swing, kettlebell swing (american), overhead squat, squat",89.9148148148
831,2013-07-30,21-15-9: Bench Press and Strict Pull-ups,1200000.0,False,19288,1200000.0,20 mins,40,"pull-up, strict pull-up, bench press, press",16.0733333333
832,2013-07-23,FT: Push-up (hand release)s; 10x Push Press and Split Jerks; Toes-to...,960000.0,False,24732,960000.0,16 mins,71,"push-up, jerk, press, push press, split jerk",25.7625
833,2013-07-22,Every 1 min for 8 mins: Power Cleans and Chest-to-bar Pull-ups,8.0,True,21515,480000.0,8.0 rounds,62,"chest-to-bar pull-up, pull-up, clean, power clean",44.8229166667
835,2013-07-20,Helen:400 meter run 1.5 pood Kettlebell swing x 21 Pull-ups 12 reps 3 rounds for time.,885000.0,True,60700,885000.0,14 mins 45 secs,5,"run, pull-up, kettlebell swing",68.5875706215
836,2013-07-18,Grace:Clean and Jerk 135 lbs 30 reps for time.,181000.0,True,24440,181000.0,3 mins 1 sec,5,"clean, jerk",135.027624309
837,2013-07-18,"Chipper: Lateral Burpee (Over Barbell)s, Overhead Squats, Kettlebell Swing (American)s and Box Jumps",300000.0,True,24277,300000.0,5 mins,100,"box jump, burpee, lateral burpee (over barbell), kettlebell swing, kettlebell swing (american), overhead squat, squat",80.9233333333
839,2013-07-16,"3 RFT: Pull-ups, Overhead Squats and Double Unders",1230000.0,True,44214,1230000.0,20 mins 30 secs,50,"double under, pull-up, overhead squat, squat",35.9463414634
841,2013-07-12,"AMRAP 25 mins: Burpees, Power Snatches, Shoulder-to-Overheads and 5 more",1.0,False,64706,1500000.0,1 round,72,"burpee, power snatch, shoulder-to-overhead, snatch",43.1373333333
843,2013-07-11,"AMRAP 18 mins: 300 m, Parallel Bar Walks, Kettlebell Swing (American)s and Handstand Push-ups",3.0,False,49184,1080000.0,3 rounds,93,"handstand push-up, parallel bar walk, push-up, kettlebell swing, kettlebell swing (american)",45.5407407407
844,2013-07-10,CrossFit Games Open 11.1 / 14.1,3.533,True,35609,600000.0,3 rounds + 30 Double Unders + Power Snatch,31,,59.3483333333
847,2013-07-03,"4 RFT: 200 m, Double Unders, Kettlebell Swing (Russian)s and Pull-ups",1186000.0,True,67644,1186000.0,19 mins 46 secs,69,"double under, pull-up, kettlebell swing",57.0354131535
853,2013-07-01,"""Tabata"" - Push-ups : 8 x 20 secs / 10 secs",4.0,True,10908,240000.0,4 reps | 4,43,push-up,45.45
857,2013-05-27,"Murph:1 mile Run 100 Pull-ups 200 Push-ups 300 Squats 1 mile Run For time. Partition the pull-ups, push-ups, and squats as needed. ve got a twenty pound vest or body armor, wear it.""]",3944000.0,True,242639,3944000.0,65 mins 44 secs,5,"run, pull-up, push-up, squat",61.5210446247
858,2013-05-21,6 RFT: Hang Power Clean & Jerks and Push-ups,910000.0,True,39279,910000.0,15 mins 10 secs,44,"push-up, clean, clean & jerk, hang power clean, hang power clean & jerk, jerk, power clean, power clean & jerk",43.1637362637
859,2013-05-20,Every 3 mins for 18 mins: Air Squats and 200 m,6.0,True,66083,1080000.0,6.0 rounds,46,"air squat, squat",61.187962963
861,2013-05-18,Row 1 km TT,237000.0,True,36767,237000.0,3 mins 57 secs,11,row,155.135021097
862,2013-05-18,"AMRAP 7 mins: Front Squats, Push Jerks and Kettlebell Swings",4.467,True,27929,420000.0,4 rounds + 5 Front Squats + 4 Push Jerks,60,"front squat, jerk, kettlebell swing, push jerk, squat",66.4976190476
863,2013-05-18,"FT: Deadlifts, Pull-ups, Power Snatches and 2 more",900000.0,True,47197,900000.0,15 mins,50,"pull-up, deadlift, power snatch, snatch",52.4411111111
864,2013-05-18,"8 RFT: Wall Balls, 25 m, Box Jump (Step Up)s and 25 m",745000.0,True,38465,745000.0,12 mins 25 secs,53,"box jump, box jump (step up), wall ball",51.6308724832
865,2013-05-16,"5 RFT: Air Squats, Push Jerks and Pull-ups",924000.0,True,43151,924000.0,15 mins 24 secs,42,"air squat, pull-up, jerk, push jerk, squat",46.7002164502
866,2013-05-14,Nancy:400 meter run Overhead squat 95 lbs x 15 5 rounds for time.,1167000.0,True,82698,1167000.0,19 mins 27 secs,5,"run, overhead squat, squat",70.8637532134
867,2013-05-11,Every 1 min for 12 mins: Deadlifts and Push Up (Rings)s,12.0,False,62987,720000.0,12.0 rounds,55,deadlift,87.4819444444
869,2013-05-08,"21-15-9: Front Squats, Sit outs and Toes-to-bars",600000.0,True,13268,600000.0,10 mins,48,"toes-to-bar, front squat, squat",22.1133333333
870,2013-05-07,3 RFT: Kettlebell Swing (American)s and Clean & Jerks,464000.0,True,42210,464000.0,7 mins 44 secs,53,"clean, clean & jerk, jerk, kettlebell swing, kettlebell swing (american)",90.9698275862
871,2013-05-07,"""Tabata"" - Bench Press : 8 x 20 secs / 10 secs",3.0,True,5790,240000.0,3 reps | 3,46,"bench press, press",24.125
873,2013-05-02,"5 RFT: Handstand Push-ups, Bear Crawls, Deadlifts and 400 m",1979000.0,False,81544,1979000.0,32 mins 59 secs,59,"bear crawl, handstand push-up, push-up, deadlift",41.2046488125
875,2013-05-01,"Chipper: 400 m, Double Unders, Burpees and 5 more",1320000.0,False,63156,1320000.0,22 mins,49,"double under, burpee",47.8454545455
877,2013-04-30,Grace:Clean and Jerk 135 lbs 30 reps for time.,174000.0,True,24346,174000.0,2 mins 54 secs,5,"clean, jerk",139.91954023
879,2013-04-29,15-12-9: Squat Clean Thrusters and Box Jump Overs,483000.0,True,36294,483000.0,8 mins 3 secs,49,"box jump, box jump over, clean, squat clean, squat clean thruster, thruster, squat",75.1428571429
880,2013-04-28,Run 4 mi TT,2520000.0,False,86753,2520000.0,42 mins,11,run,34.4257936508
881,2013-04-26,"Elizabeth:Clean 135 lbs Ring Dips 21-15-9 reps, for time.",844000.0,False,30673,844000.0,14 mins 4 secs,9,"dip, ring dip, clean",36.3424170616
883,2013-04-25,Annie:Double-unders Sit-ups 50-40-30-20 and 10 rep rounds; for time.,420000.0,True,36927,420000.0,7 mins,5,"sit-up, double-under",87.9214285714
887,2013-04-20,"""FGB Style"" - Box Jumps, Row (calories)s, Kettlebell Swings and 2 more",313.0,True,62314,900000.0,"313 reps | 106, 103, and 104 reps",70,"row, box jump, kettlebell swing",69.2377777778
888,2013-04-19,"AMRAP 5 mins: Front Squats, Toes To Bars and Row (calories)s",3.667,True,7631,300000.0,3 rounds + 5 Front Squats + 6 Toes To Bars,60,"row, front squat, squat",25.4366666667
889,2013-04-18,Every 1:30 for 18 mins: Power Cleans and Split Jerks,12.0,True,13286,1080000.0,12.0 rounds,52,"clean, jerk, power clean, split jerk",12.3018518519
890,2013-04-18,Every 1:30 for 6 mins: Power Cleans and Push Press,4.0,True,6062,360000.0,4.0 rounds,50,"clean, power clean, press, push press",16.8388888889
891,2013-04-18,10-9-8-7-6-5-4-3-2-1: Strict Press and L Sit (Hanging)s,882000.0,False,3398,882000.0,14 mins 42 secs,55,"l sit, l sit (hanging), press, strict press",3.85260770975
892,2013-04-17,Every 2 mins for 16 mins: Front Squat,9997.0,False,9997,960000.0,Completed,37,"front squat, squat",10.4135416667
894,2013-04-15,Every 2 mins for 16 mins: Hang Snatch,10714.0,False,10714,960000.0,Completed,37,"hang snatch, snatch",11.1604166667
895,2013-04-15,Every 2 mins for 8 mins: Power Clean,15434.0,False,15434,480000.0,Completed,36,"clean, power clean",32.1541666667
896,2013-04-12,"21-18-15-12-9-6-3: Kettlebell Swings, Run (hill)s and Burpees",1731000.0,False,60706,1731000.0,28 mins 51 secs,61,"run, burpee, kettlebell swing",35.0699017909
897,2013-04-11,"FT: Pull-ups, Handstand Push Ups and Rows",1140000.0,False,50128,1140000.0,19 mins,41,"row, pull-up",43.9719298246
899,2013-04-10,AMReps 3 mins: Hang Squat Clean,22.0,True,11064,180000.0,22 reps,31,"clean, hang squat clean, squat clean, squat",61.4666666667
903,2013-04-06,CrossFit Games Open 13.5,24.0,True,9351,240000.0,24 reps,24,,38.9625
